"id","name","base_experience","height","weight","type 1","type 2","ability 1","ability 2","ability 3","move1","move2","move3","move4","hp","attack","defence","special attack","special defence","speed"
189,"jumpluff",207,8,30,"grass","flying","chlorophyll"," leaf-guard"," infiltrator","swords-dance"," headbutt"," tackle"," take-down",75,55,70,55,95,110
190,"aipom",72,8,115,"normal",NA,"run-away"," pickup"," skill-link","double-slap"," mega-punch"," fire-punch"," ice-punch",55,70,55,40,55,85
191,"sunkern",36,3,18,"grass",NA,"chlorophyll"," solar-power"," early-bird","swords-dance"," cut"," tackle"," take-down",30,30,30,30,30,30
192,"sunflora",149,8,85,"grass",NA,"chlorophyll"," solar-power"," early-bird","pound"," swords-dance"," cut"," tackle",75,75,55,105,85,30
193,"yanma",78,12,380,"bug","flying","speed-boost"," compound-eyes"," frisk","swords-dance"," gust"," wing-attack"," whirlwind",65,65,45,75,45,95
194,"wooper",42,4,85,"water","ground","damp"," water-absorb"," unaware","ice-punch"," slam"," double-kick"," headbutt",55,45,45,25,25,15
195,"quagsire",151,14,750,"water","ground","damp"," water-absorb"," unaware","mega-punch"," ice-punch"," slam"," mega-kick",95,85,85,65,65,35
196,"espeon",184,9,265,"psychic",NA,"synchronize"," magic-bounce",NA,"pay-day"," cut"," sand-attack"," headbutt",65,65,60,130,95,110
197,"umbreon",184,10,270,"dark",NA,"synchronize"," inner-focus",NA,"pay-day"," cut"," sand-attack"," headbutt",95,65,110,60,130,65
198,"murkrow",81,5,21,"dark","flying","insomnia"," super-luck"," prankster","gust"," wing-attack"," whirlwind"," fly",60,85,42,85,42,91
199,"slowking",172,20,795,"water","psychic","oblivious"," own-tempo"," regenerator","mega-punch"," pay-day"," fire-punch"," ice-punch",95,75,80,100,110,30
200,"misdreavus",87,7,10,"ghost",NA,"levitate",NA,NA,"headbutt"," double-edge"," growl"," psybeam",60,60,60,85,85,85
201,"unown-a",118,5,50,"psychic",NA,"levitate",NA,NA,"hidden-power",NA,NA,NA,48,72,48,72,48,48
202,"wobbuffet",142,13,285,"psychic",NA,"shadow-tag"," telepathy",NA,"counter"," amnesia"," splash"," destiny-bond",190,33,58,33,58,33
203,"girafarig",159,15,415,"normal","psychic","inner-focus"," early-bird"," sap-sipper","razor-wind"," stomp"," double-kick"," headbutt",70,80,65,90,65,85
204,"pineco",58,6,72,"bug",NA,"sturdy"," overcoat",NA,"headbutt"," tackle"," body-slam"," take-down",50,65,90,35,35,15
205,"forretress",163,12,1258,"bug","steel","sturdy"," overcoat",NA,"headbutt"," tackle"," body-slam"," take-down",75,90,140,60,60,40
206,"dunsparce",145,15,140,"normal",NA,"serene-grace"," run-away"," rattled","bind"," headbutt"," body-slam"," take-down",100,70,70,65,65,45
207,"gligar",86,11,648,"ground","flying","hyper-cutter"," sand-veil"," immunity","guillotine"," razor-wind"," swords-dance"," cut",65,75,105,35,65,85
208,"steelix",179,92,4000,"steel","ground","rock-head"," sturdy"," sheer-force","cut"," bind"," slam"," headbutt",75,85,200,55,65,30
209,"snubbull",60,6,78,"fairy",NA,"intimidate"," run-away"," rattled","mega-punch"," fire-punch"," ice-punch"," thunder-punch",60,80,50,40,40,30
210,"granbull",158,14,487,"fairy",NA,"intimidate"," quick-feet"," rattled","mega-punch"," fire-punch"," ice-punch"," thunder-punch",90,120,75,60,60,45
211,"qwilfish",88,5,39,"water","poison","poison-point"," swift-swim"," intimidate","swords-dance"," headbutt"," tackle"," take-down",65,95,85,55,55,85
212,"scizor",175,18,1180,"bug","steel","swarm"," technician"," light-metal","razor-wind"," swords-dance"," cut"," wing-attack",70,130,100,55,80,65
213,"shuckle",177,6,205,"bug","rock","sturdy"," gluttony"," contrary","bind"," headbutt"," body-slam"," wrap",20,10,230,10,230,5
214,"heracross",175,15,540,"bug","fighting","swarm"," guts"," moxie","swords-dance"," cut"," headbutt"," horn-attack",80,125,75,40,95,85
215,"sneasel",86,9,280,"dark","ice","inner-focus"," keen-eye"," pickpocket","mega-punch"," ice-punch"," scratch"," swords-dance",55,95,55,35,75,115
216,"teddiursa",66,6,88,"normal",NA,"pickup"," quick-feet"," honey-gather","mega-punch"," fire-punch"," ice-punch"," thunder-punch",60,80,50,50,50,40
217,"ursaring",175,18,1258,"normal",NA,"guts"," quick-feet"," unnerve","mega-punch"," fire-punch"," ice-punch"," thunder-punch",90,130,75,75,75,55
218,"slugma",50,7,350,"fire",NA,"magma-armor"," flame-body"," weak-armor","body-slam"," take-down"," double-edge"," ember",40,40,40,70,40,20
219,"magcargo",151,8,550,"fire","rock","magma-armor"," flame-body"," weak-armor","body-slam"," take-down"," double-edge"," ember",60,50,120,90,80,30
220,"swinub",50,4,65,"ice","ground","oblivious"," snow-cloak"," thick-fat","headbutt"," tackle"," body-slam"," take-down",50,50,40,30,30,50
221,"piloswine",158,11,558,"ice","ground","oblivious"," snow-cloak"," thick-fat","headbutt"," horn-attack"," fury-attack"," tackle",100,100,80,60,60,50
222,"corsola",144,6,50,"water","rock","hustle"," natural-cure"," regenerator","headbutt"," tackle"," body-slam"," double-edge",65,55,95,65,95,35
223,"remoraid",60,6,120,"water",NA,"hustle"," sniper"," moody","double-edge"," supersonic"," flamethrower"," water-gun",35,65,35,65,35,65
224,"octillery",168,9,285,"water",NA,"suction-cups"," sniper"," moody","bind"," wrap"," double-edge"," flamethrower",75,105,75,105,75,45
225,"delibird",116,9,160,"ice","flying","vital-spirit"," hustle"," insomnia","mega-punch"," ice-punch"," fly"," mega-kick",45,55,45,65,45,75
226,"mantine",170,21,2200,"water","flying","swift-swim"," water-absorb"," water-veil","wing-attack"," slam"," headbutt"," tackle",85,40,70,80,140,70
227,"skarmory",163,17,505,"steel","flying","keen-eye"," sturdy"," weak-armor","swords-dance"," cut"," wing-attack"," whirlwind",65,80,140,40,70,70
228,"houndour",66,6,108,"dark","fire","early-bird"," flash-fire"," unnerve","headbutt"," body-slam"," take-down"," double-edge",45,60,30,80,50,65
229,"houndoom",175,14,350,"dark","fire","early-bird"," flash-fire"," unnerve","headbutt"," body-slam"," take-down"," double-edge",75,90,50,110,80,95
230,"kingdra",243,18,1520,"water","dragon","swift-swim"," sniper"," damp","headbutt"," body-slam"," take-down"," double-edge",75,95,95,95,95,85
231,"phanpy",66,5,335,"ground",NA,"pickup"," sand-veil",NA,"slam"," headbutt"," tackle"," body-slam",90,60,60,40,40,40
232,"donphan",175,11,1200,"ground",NA,"sturdy"," sand-veil",NA,"slam"," headbutt"," horn-attack"," fury-attack",90,120,120,60,60,50
233,"porygon2",180,6,325,"normal",NA,"trace"," download"," analytic","tackle"," take-down"," double-edge"," ice-beam",85,80,90,105,95,60
234,"stantler",163,14,712,"normal",NA,"intimidate"," frisk"," sap-sipper","stomp"," double-kick"," jump-kick"," sand-attack",73,95,62,85,65,85
235,"smeargle",88,12,580,"normal",NA,"own-tempo"," technician"," moody","sketch",NA,NA,NA,55,20,35,20,45,75
236,"tyrogue",42,7,210,"fighting",NA,"guts"," steadfast"," vital-spirit","mega-punch"," mega-kick"," headbutt"," tackle",35,35,35,35,35,35
237,"hitmontop",159,14,480,"fighting",NA,"intimidate"," technician"," steadfast","mega-punch"," mega-kick"," rolling-kick"," headbutt",50,95,95,35,110,70
238,"smoochum",61,4,60,"ice","psychic","oblivious"," forewarn"," hydration","pound"," mega-punch"," ice-punch"," mega-kick",45,30,15,85,65,65
239,"elekid",72,6,235,"electric",NA,"static"," vital-spirit",NA,"karate-chop"," mega-punch"," fire-punch"," ice-punch",45,63,37,65,55,95
240,"magby",73,7,214,"fire",NA,"flame-body"," vital-spirit",NA,"karate-chop"," mega-punch"," fire-punch"," thunder-punch",45,75,37,70,55,83
241,"miltank",172,12,755,"normal",NA,"thick-fat"," scrappy"," sap-sipper","mega-punch"," fire-punch"," ice-punch"," thunder-punch",95,80,105,40,70,100
242,"blissey",608,15,468,"normal",NA,"natural-cure"," serene-grace"," healer","pound"," double-slap"," mega-punch"," fire-punch",255,10,10,75,135,55
243,"raikou",261,19,1780,"electric",NA,"pressure"," inner-focus",NA,"cut"," headbutt"," body-slam"," take-down",90,85,75,115,100,115
244,"entei",261,21,1980,"fire",NA,"pressure"," inner-focus",NA,"cut"," stomp"," headbutt"," body-slam",115,115,85,90,75,100
245,"suicune",261,20,1870,"water",NA,"pressure"," inner-focus",NA,"cut"," gust"," headbutt"," body-slam",100,75,115,90,115,85
246,"larvitar",60,6,720,"rock","ground","guts"," sand-veil",NA,"stomp"," headbutt"," tackle"," body-slam",50,64,50,45,50,41
247,"pupitar",144,12,1520,"rock","ground","shed-skin",NA,NA,"headbutt"," tackle"," body-slam"," take-down",70,84,70,65,70,51
248,"tyranitar",270,20,2020,"rock","dark","sand-stream"," unnerve",NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",100,134,110,95,100,61
249,"lugia",306,52,2160,"psychic","flying","pressure"," multiscale",NA,"gust"," whirlwind"," fly"," headbutt",106,90,130,90,154,110
250,"ho-oh",306,38,1990,"fire","flying","pressure"," regenerator",NA,"gust"," whirlwind"," fly"," body-slam",106,130,90,110,154,90
251,"celebi",270,6,50,"psychic","grass","natural-cure",NA,NA,"swords-dance"," cut"," double-edge"," hyper-beam",100,100,100,100,100,100
252,"treecko",62,5,50,"grass",NA,"overgrow"," unburden",NA,"pound"," mega-punch"," thunder-punch"," razor-wind",40,45,35,65,55,70
253,"grovyle",142,9,216,"grass",NA,"overgrow"," unburden",NA,"pound"," mega-punch"," thunder-punch"," swords-dance",50,65,45,85,65,95
254,"sceptile",239,17,522,"grass",NA,"overgrow"," unburden",NA,"pound"," mega-punch"," thunder-punch"," swords-dance",70,85,65,105,85,120
255,"torchic",62,4,25,"fire",NA,"blaze"," speed-boost",NA,"mega-punch"," scratch"," swords-dance"," cut",45,60,40,70,50,45
256,"combusken",142,9,195,"fire","fighting","blaze"," speed-boost",NA,"mega-punch"," fire-punch"," thunder-punch"," scratch",60,85,60,85,60,55
257,"blaziken",239,19,520,"fire","fighting","blaze"," speed-boost",NA,"mega-punch"," fire-punch"," thunder-punch"," scratch",80,120,70,110,70,80
258,"mudkip",62,4,76,"water",NA,"torrent"," damp",NA,"stomp"," headbutt"," tackle"," body-slam",50,70,50,50,50,40
259,"marshtomp",142,7,280,"water","ground","torrent"," damp",NA,"mega-punch"," ice-punch"," stomp"," mega-kick",70,85,70,60,70,50
260,"swampert",241,15,819,"water","ground","torrent"," damp",NA,"mega-punch"," ice-punch"," stomp"," mega-kick",100,110,90,85,90,60
261,"poochyena",56,5,136,"dark",NA,"run-away"," quick-feet"," rattled","sand-attack"," headbutt"," tackle"," body-slam",35,55,35,30,30,35
262,"mightyena",147,10,370,"dark",NA,"intimidate"," quick-feet"," moxie","sand-attack"," headbutt"," tackle"," body-slam",70,90,70,60,60,70
263,"zigzagoon",56,4,175,"normal",NA,"pickup"," gluttony"," quick-feet","cut"," sand-attack"," headbutt"," tackle",38,30,41,30,41,60
264,"linoone",147,5,325,"normal",NA,"pickup"," gluttony"," quick-feet","cut"," sand-attack"," headbutt"," tackle",78,70,61,50,61,100
265,"wurmple",56,3,36,"bug",NA,"shield-dust"," run-away",NA,"tackle"," poison-sting"," string-shot"," snore",45,45,35,20,30,20
266,"silcoon",72,6,100,"bug",NA,"shed-skin",NA,NA,"tackle"," poison-sting"," string-shot"," harden",50,35,55,25,25,15
267,"beautifly",178,10,284,"bug","flying","swarm"," rivalry",NA,"gust"," whirlwind"," tackle"," double-edge",60,70,50,100,50,65
268,"cascoon",72,7,115,"bug",NA,"shed-skin",NA,NA,"tackle"," poison-sting"," string-shot"," harden",50,35,55,25,25,15
269,"dustox",173,12,316,"bug","poison","shield-dust"," compound-eyes",NA,"gust"," whirlwind"," tackle"," double-edge",60,50,70,50,90,65
270,"lotad",44,5,26,"water","grass","swift-swim"," rain-dish"," own-tempo","swords-dance"," headbutt"," body-slam"," take-down",40,30,30,40,50,30
271,"lombre",119,12,325,"water","grass","swift-swim"," rain-dish"," own-tempo","mega-punch"," fire-punch"," ice-punch"," thunder-punch",60,50,50,60,70,50
272,"ludicolo",216,15,550,"water","grass","swift-swim"," rain-dish"," own-tempo","mega-punch"," fire-punch"," ice-punch"," thunder-punch",80,70,70,90,100,70
273,"seedot",44,5,40,"grass",NA,"chlorophyll"," early-bird"," pickpocket","razor-wind"," swords-dance"," headbutt"," tackle",40,40,50,30,30,30
274,"nuzleaf",119,10,280,"grass","dark","chlorophyll"," early-bird"," pickpocket","pound"," razor-wind"," swords-dance"," cut",70,70,40,60,40,60
275,"shiftry",216,13,596,"grass","dark","chlorophyll"," wind-rider"," pickpocket","pound"," swords-dance"," cut"," whirlwind",90,100,60,90,60,80
276,"taillow",54,3,23,"normal","flying","guts"," scrappy",NA,"wing-attack"," whirlwind"," fly"," double-edge",40,55,30,30,30,85
277,"swellow",159,7,198,"normal","flying","guts"," scrappy",NA,"wing-attack"," fly"," double-edge"," growl",60,85,60,75,50,125
278,"wingull",54,6,95,"water","flying","keen-eye"," hydration"," rain-dish","gust"," wing-attack"," fly"," take-down",40,30,30,55,30,85
279,"pelipper",154,12,280,"water","flying","keen-eye"," drizzle"," rain-dish","wing-attack"," fly"," body-slam"," take-down",60,50,100,95,70,65
280,"ralts",40,4,66,"psychic","fairy","synchronize"," trace"," telepathy","mega-punch"," fire-punch"," ice-punch"," thunder-punch",28,25,25,45,35,40
281,"kirlia",97,8,202,"psychic","fairy","synchronize"," trace"," telepathy","mega-punch"," fire-punch"," ice-punch"," thunder-punch",38,35,35,65,55,50
282,"gardevoir",233,16,484,"psychic","fairy","synchronize"," trace"," telepathy","mega-punch"," fire-punch"," ice-punch"," thunder-punch",68,65,65,125,115,80
283,"surskit",54,5,17,"bug","water","swift-swim"," rain-dish",NA,"take-down"," double-edge"," mist"," water-gun",40,30,32,50,52,65
284,"masquerain",159,8,36,"bug","flying","intimidate"," unnerve",NA,"gust"," whirlwind"," take-down"," double-edge",70,60,62,100,82,80
285,"shroomish",59,4,45,"grass",NA,"effect-spore"," poison-heal"," quick-feet","swords-dance"," headbutt"," tackle"," body-slam",60,40,60,40,60,35
286,"breloom",161,12,392,"grass","fighting","effect-spore"," poison-heal"," technician","mega-punch"," thunder-punch"," swords-dance"," cut",60,130,80,60,60,70
287,"slakoth",56,8,240,"normal",NA,"truant",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",60,60,60,35,35,30
288,"vigoroth",154,14,465,"normal",NA,"vital-spirit",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",80,80,80,55,55,90
289,"slaking",252,20,1305,"normal",NA,"truant",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",150,160,100,95,65,100
290,"nincada",53,5,55,"bug","ground","compound-eyes"," run-away",NA,"scratch"," cut"," gust"," sand-attack",31,45,90,30,30,40
291,"ninjask",160,8,120,"bug","flying","speed-boost"," infiltrator",NA,"scratch"," swords-dance"," cut"," sand-attack",61,90,45,50,50,160
292,"shedinja",83,8,12,"bug","ghost","wonder-guard",NA,NA,"scratch"," cut"," sand-attack"," double-edge",1,90,45,30,30,40
293,"whismur",48,6,163,"normal",NA,"soundproof"," rattled",NA,"pound"," mega-punch"," fire-punch"," ice-punch",64,51,23,51,23,28
294,"loudred",126,10,405,"normal",NA,"soundproof"," scrappy",NA,"pound"," mega-punch"," fire-punch"," ice-punch",84,71,43,71,43,48
295,"exploud",221,15,840,"normal",NA,"soundproof"," scrappy",NA,"pound"," mega-punch"," fire-punch"," ice-punch",104,91,63,91,73,68
296,"makuhita",47,10,864,"fighting",NA,"thick-fat"," guts"," sheer-force","mega-punch"," fire-punch"," ice-punch"," thunder-punch",72,60,30,20,30,25
297,"hariyama",166,23,2538,"fighting",NA,"thick-fat"," guts"," sheer-force","mega-punch"," fire-punch"," ice-punch"," thunder-punch",144,120,60,40,60,50
298,"azurill",38,2,20,"normal","fairy","thick-fat"," huge-power"," sap-sipper","slam"," headbutt"," body-slam"," take-down",50,20,40,20,40,20
299,"nosepass",75,10,970,"rock",NA,"sturdy"," magnet-pull"," sand-force","fire-punch"," ice-punch"," thunder-punch"," headbutt",30,45,135,45,90,30
300,"skitty",52,6,110,"normal",NA,"cute-charm"," normalize"," wonder-skin","double-slap"," headbutt"," tackle"," body-slam",50,45,45,35,35,50
301,"delcatty",140,11,326,"normal",NA,"cute-charm"," normalize"," wonder-skin","double-slap"," headbutt"," tackle"," body-slam",70,65,65,55,55,90
302,"sableye",133,5,110,"dark","ghost","keen-eye"," stall"," prankster","mega-punch"," fire-punch"," ice-punch"," thunder-punch",50,75,75,65,65,50
303,"mawile",133,6,115,"steel","fairy","hyper-cutter"," intimidate"," sheer-force","mega-punch"," ice-punch"," thunder-punch"," vice-grip",50,85,85,55,55,50
304,"aron",66,4,600,"steel","rock","sturdy"," rock-head"," heavy-metal","cut"," stomp"," headbutt"," tackle",50,70,100,40,40,30
305,"lairon",151,9,1200,"steel","rock","sturdy"," rock-head"," heavy-metal","cut"," headbutt"," tackle"," body-slam",60,90,140,50,50,40
306,"aggron",239,21,3600,"steel","rock","sturdy"," rock-head"," heavy-metal","mega-punch"," fire-punch"," ice-punch"," thunder-punch",70,110,180,60,60,50
307,"meditite",56,6,112,"fighting","psychic","pure-power"," telepathy",NA,"pound"," mega-punch"," fire-punch"," ice-punch",30,40,55,40,55,60
308,"medicham",144,13,315,"fighting","psychic","pure-power"," telepathy",NA,"pound"," mega-punch"," fire-punch"," ice-punch",60,60,75,60,75,80
309,"electrike",59,6,152,"electric",NA,"static"," lightning-rod"," minus","headbutt"," tackle"," body-slam"," double-edge",40,45,40,65,40,65
310,"manectric",166,15,402,"electric",NA,"static"," lightning-rod"," minus","headbutt"," tackle"," body-slam"," double-edge",70,75,60,105,60,105
311,"plusle",142,4,42,"electric",NA,"plus"," lightning-rod",NA,"mega-punch"," thunder-punch"," mega-kick"," headbutt",60,50,40,85,75,95
312,"minun",142,4,42,"electric",NA,"minus"," volt-absorb",NA,"mega-punch"," thunder-punch"," mega-kick"," headbutt",60,40,50,75,85,95
313,"volbeat",151,7,177,"bug",NA,"illuminate"," swarm"," prankster","mega-punch"," ice-punch"," thunder-punch"," mega-kick",65,73,75,47,85,85
314,"illumise",151,6,177,"bug",NA,"oblivious"," tinted-lens"," prankster","mega-punch"," ice-punch"," thunder-punch"," mega-kick",65,47,75,73,85,85
315,"roselia",140,3,20,"grass","poison","natural-cure"," poison-point"," leaf-guard","swords-dance"," cut"," body-slam"," double-edge",50,60,45,100,80,65
316,"gulpin",60,4,103,"poison",NA,"liquid-ooze"," sticky-hold"," gluttony","pound"," fire-punch"," ice-punch"," thunder-punch",70,43,53,43,53,40
317,"swalot",163,17,800,"poison",NA,"liquid-ooze"," sticky-hold"," gluttony","pound"," fire-punch"," ice-punch"," thunder-punch",100,73,83,73,83,55
318,"carvanha",61,8,208,"water","dark","rough-skin"," speed-boost",NA,"take-down"," thrash"," double-edge"," leer",45,90,20,65,20,65
319,"sharpedo",161,18,888,"water","dark","rough-skin"," speed-boost",NA,"take-down"," double-edge"," leer"," bite",70,120,40,95,40,95
