show_id,type,title,release_year,rating,listed_in
s325,TV Show,44 Cats,2020,TV-Y7,Kids' TV
s326,Movie,Beethoven,1992,PG,"Children & Family Movies, Comedies"
s327,Movie,Beethoven's 2nd,1993,PG,"Children & Family Movies, Comedies"
s328,Movie,Beowulf,2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
s329,Movie,Boyka: Undisputed,2016,R,Action & Adventure
s330,Movie,Catch Me If You Can,2002,PG-13,Dramas
s331,Movie,Cloudy with a Chance of Meatballs,2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s332,TV Show,Darwin’s Game,2020,TV-MA,"Anime Series, International TV Shows, TV Thrillers"
s333,Movie,Deep Blue Sea,1999,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s334,Movie,Ferris Bueller's Day Off,1986,PG-13,"Classic Movies, Comedies, Cult Movies"
s335,Movie,Five Feet Apart,2019,PG-13,"Dramas, Romantic Movies"
s336,Movie,Freedomland,2006,R,"Dramas, Thrillers"
s337,TV Show,Friday Night Lights,2010,TV-14,"TV Dramas, Teen TV Shows"
s338,Movie,Good Luck Chuck,2007,R,"Comedies, Romantic Movies"
s339,TV Show,Hunter X Hunter (2011),2014,TV-14,"Anime Series, International TV Shows"
s340,Movie,I missed you: Director's Cut,2021,TV-14,"Dramas, Independent Movies, International Movies"
s341,Movie,Inception,2010,PG-13,"Action & Adventure, Sci-Fi & Fantasy, Thrillers"
s342,Movie,Magnolia,1999,R,"Dramas, Independent Movies"
s343,Movie,Major Payne,1995,PG-13,Comedies
s344,Movie,My Girl,1991,PG-13,Dramas
s345,Movie,My Girl 2,1994,PG,"Children & Family Movies, Comedies, Dramas"
s346,Movie,Open Season: Scared Silly,2015,PG,"Children & Family Movies, Comedies"
s347,Movie,Pineapple Express,2008,R,"Action & Adventure, Comedies"
s348,Movie,Planet 51,2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s349,Movie,Poms,2019,PG-13,Comedies
s350,Movie,Seabiscuit,2003,PG-13,"Dramas, Sports Movies"
s351,Movie,Space Cowboys,2000,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy"
s352,Movie,Team America: World Police,2004,R,"Action & Adventure, Comedies, Cult Movies"
s353,Movie,The Edge of Seventeen,2016,R,"Comedies, Dramas"
s354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,2013,R,Horror Movies
s355,Movie,The Last Boy Scout,1991,R,"Action & Adventure, Comedies"
s356,Movie,The Lincoln Lawyer,2011,R,"Dramas, Thrillers"
s357,Movie,The Losers,2010,PG-13,Action & Adventure
s358,Movie,The Machinist,2004,R,"Dramas, Independent Movies, Thrillers"
s359,Movie,The Net,1995,PG-13,Thrillers
s360,Movie,The Original Kings of Comedy,2000,R,Stand-Up Comedy
s361,Movie,Valentine's Day,2010,PG-13,"Comedies, Romantic Movies"
s362,TV Show,Charmed,2021,TV-14,"TV Dramas, TV Sci-Fi & Fantasy"
s363,Movie,The Lost Café,2018,TV-14,"Dramas, International Movies"
s364,Movie,The Vault,2021,R,"Action & Adventure, International Movies, Thrillers"
s365,TV Show,Centaurworld,2021,TV-Y7,"Kids' TV, TV Comedies"
s366,Movie,Eyes of a Thief,2014,TV-14,"Dramas, Independent Movies, International Movies"
s367,TV Show,Glow Up,2021,TV-14,"British TV Shows, International TV Shows, Reality TV"
s368,Movie,I'm Glad I Did,2020,TV-14,"Documentaries, International Movies"
s369,TV Show,Khawatir,2009,TV-14,"International TV Shows, Reality TV"
s370,TV Show,Myth & Mogul: John DeLorean,2021,TV-14,"British TV Shows, Crime TV Shows, Docuseries"
s371,TV Show,Outer Banks,2021,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows"
s372,Movie,Pomegranates and Myrrh,2009,TV-14,"Dramas, Independent Movies, International Movies"
s373,Movie,Rurouni Kenshin: The Beginning,2021,TV-MA,"Action & Adventure, International Movies"
s374,Movie,The Last Mercenary,2021,TV-MA,"Action & Adventure, Comedies, International Movies"
s375,Movie,Flower Girl,2013,TV-PG,"Comedies, International Movies, Romantic Movies"
s376,Movie,Resort to Love,2021,TV-14,"Comedies, Romantic Movies"
s377,TV Show,Transformers: War for Cybertron: Kingdom,2021,TV-Y7,Anime Series
s378,Movie,Bartkowiak,2021,TV-MA,"Action & Adventure, International Movies"
s379,Movie,Fantastic Fungi,2019,TV-14,Documentaries
s380,TV Show,Tattoo Redo,2021,TV-MA,Reality TV
s381,TV Show,The Flash,2021,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
s382,TV Show,The Snitch Cartel: Origins,2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s383,TV Show,All American,2021,TV-14,"TV Dramas, Teen TV Shows"
s384,Movie,Department,2012,TV-MA,"Action & Adventure, International Movies"
s385,Movie,Hostage House,2021,TV-14,Thrillers
s386,TV Show,How to Sell Drugs Online (Fast),2021,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies"
s387,TV Show,Mighty Express,2021,TV-Y,Kids' TV
s388,Movie,Mimi,2021,TV-14,"Comedies, Dramas, International Movies"
s389,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,2021,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies"
s390,Movie,The Operative,2019,TV-MA,"Dramas, International Movies, Thrillers"
s391,TV Show,The Walking Dead,2019,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Dramas"
s392,TV Show,Wynonna Earp,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas"
s393,Movie,Django Unchained,2012,R,"Action & Adventure, Dramas"
s394,Movie,A Second Chance:  Rivals!,2021,PG,"Children & Family Movies, Sports Movies"
s395,Movie,African America,2021,TV-MA,"Dramas, Independent Movies, International Movies"
s396,Movie,Bankrolled,2021,TV-MA,"Comedies, International Movies"
s397,Movie,Blood Red Sky,2021,TV-MA,"Action & Adventure, Horror Movies, International Movies"
s398,TV Show,Feels Like Ishq,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s399,Movie,Kingdom: Ashin of the North,2021,TV-MA,"Horror Movies, International Movies, Thrillers"
s400,TV Show,Masters of the Universe: Revelation,2021,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy"
s401,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,2021,TV-PG,"Anime Series, Stand-Up Comedy & Talk Shows"
s402,TV Show,Sky Rojo,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
s403,Movie,The Last Letter From Your Lover,2021,TV-MA,"Dramas, Romantic Movies"
s404,TV Show,The Movies That Made Us,2021,TV-MA,Docuseries
s405,Movie,9to5: The Story of a Movement,2021,TV-MA,Documentaries
s406,Movie,Chhota Bheem - Dinosaur World,2015,TV-Y,Children & Family Movies
s407,Movie,Chhota Bheem - Neeli Pahaadi,2013,TV-Y7,Children & Family Movies
s408,Movie,Chhota Bheem & Ganesh,2009,TV-Y7,Children & Family Movies
s409,Movie,Chhota Bheem & Krishna: Mayanagari,2011,TV-Y7,Children & Family Movies
s410,Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,2010,TV-Y7,Children & Family Movies
s411,Movie,Chhota Bheem And The Broken Amulet,2013,TV-Y7,Children & Family Movies
s412,Movie,Chhota Bheem And The Crown of Valhalla,2013,TV-Y7,Children & Family Movies
s413,Movie,Chhota Bheem and the Incan Adventure,2013,TV-Y7,Children & Family Movies
s414,Movie,Chhota Bheem and The ShiNobi Secret,2013,TV-Y7,Children & Family Movies
s415,Movie,Chhota Bheem Aur Hanuman,2012,TV-Y7,Children & Family Movies
s416,Movie,Chhota Bheem aur Krishna,2009,TV-Y7,Children & Family Movies
s417,Movie,Chhota Bheem aur Krishna vs Zimbara,2013,TV-Y7,Children & Family Movies
s418,Movie,Chhota Bheem in African Safari,2015,TV-Y7,Children & Family Movies
s419,Movie,Chhota Bheem Ka Roosi Romanch,2019,TV-Y,Children & Family Movies
s420,Movie,Chhota Bheem: Bheem vs Aliens,2010,TV-Y7,"Children & Family Movies, Sports Movies"
s421,Movie,Chhota Bheem: Dholakpur to Kathmandu,2012,TV-Y7,Children & Family Movies
s422,Movie,Chhota Bheem: Dus Pe Dus,2014,TV-Y7,Children & Family Movies
s423,Movie,Chhota Bheem: Journey to Petra,2011,TV-Y7,Children & Family Movies
s424,Movie,Chhota Bheem: Master of Shaolin,2011,TV-Y7,Children & Family Movies
s425,Movie,Chhota Bheem: The Rise of Kirmada,2012,TV-Y7,Children & Family Movies
s426,TV Show,Chicago Med,2019,TV-14,TV Dramas
s427,Movie,Cousins,2021,TV-MA,Dramas
s428,Movie,Wannabe Courageous,2019,TV-14,"Comedies, International Movies"
s429,Movie,Words Bubble Up Like Soda Pop,2021,TV-G,"Anime Features, Children & Family Movies, International Movies"
s430,Movie,Sanitation Day,2020,TV-14,"Dramas, International Movies, Thrillers"
s431,TV Show,Sexy Beasts,2021,TV-14,"British TV Shows, International TV Shows, Reality TV"
s432,TV Show,Too Hot to Handle: Brazil,2021,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows"
s433,Movie,Trollhunters: Rise of the Titans,2021,TV-Y7,Children & Family Movies
s434,Movie,Milkwater,2020,TV-MA,"Comedies, Dramas, Independent Movies"
s435,TV Show,Okupas,2020,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows"
s436,TV Show,Touch Your Heart,2019,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows"
s437,Movie,The Tambour of Retribution,2021,TV-14,"Dramas, International Movies, Romantic Movies"
s438,Movie,Cosmic Sin,2021,R,Action & Adventure
s439,Movie,2 Weeks in Lagos,2020,TV-PG,"Dramas, International Movies, Romantic Movies"
s440,Movie,Deep,2021,TV-MA,"Dramas, International Movies, Thrillers"
s441,TV Show,Explained,2021,TV-MA,"Docuseries, Science & Nature TV"
s442,Movie,Fear Street Part 3: 1666,2021,R,"Horror Movies, LGBTQ Movies"
s443,TV Show,Johnny Test,2021,TV-Y7,"Kids' TV, TV Comedies"
s444,Movie,La ley de Herodes,1999,R,"Comedies, International Movies"
s445,TV Show,Naomi Osaka,2021,TV-14,Docuseries
s446,Movie,The Beguiled,2017,R,"Dramas, Independent Movies, Thrillers"
s447,Movie,The Book of Henry,2017,PG-13,Dramas
s448,Movie,The Twilight Saga: Breaking Dawn: Part 1,2011,PG-13,"Dramas, Romantic Movies"
s449,Movie,The Twilight Saga: Breaking Dawn: Part 2,2012,PG-13,"Dramas, Romantic Movies"
s450,Movie,The Twilight Saga: Eclipse,2010,PG-13,"Dramas, Romantic Movies"
s451,Movie,The Twilight Saga: New Moon,2009,PG-13,"Dramas, Romantic Movies"
s452,Movie,Twilight,2008,PG-13,"Action & Adventure, Dramas, Romantic Movies"
s453,Movie,A Perfect Fit,2021,TV-PG,"Comedies, Dramas, International Movies"
s454,TV Show,BEASTARS,2021,TV-MA,"Anime Series, International TV Shows"
s455,Movie,Cheech & Chong's Still Smokin,1983,TV-MA,"Comedies, Cult Movies"
s456,Movie,Emicida: AmarElo - Live in São Paulo,2021,TV-MA,"Documentaries, International Movies, Music & Musicals"
s457,TV Show,Her Private Life,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies"
s458,Movie,Lift Like a Girl,2021,TV-PG,"Documentaries, International Movies, Sports Movies"
s459,Movie,My Amanda,2021,TV-14,"Dramas, International Movies, Romantic Movies"
s460,TV Show,Never Have I Ever,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows"
s461,Movie,Surf's Up,2007,PG,"Children & Family Movies, Comedies, Sports Movies"
s462,Movie,The Unknown Saint,2019,TV-14,"Comedies, Dramas, Independent Movies"
s463,Movie,This Changes Everything,2019,TV-MA,Documentaries
s464,Movie,A Classic Horror Story,2021,TV-MA,"Horror Movies, International Movies"
s465,Movie,Gunpowder Milkshake,2021,R,"Action & Adventure, Comedies"
s466,TV Show,Heist,2021,TV-MA,"Crime TV Shows, Docuseries"
s467,TV Show,My Unorthodox Life,2021,TV-MA,Reality TV
s468,Movie,Private Network: Who Killed Manuel Buendía?,2021,TV-MA,"Documentaries, International Movies"
s469,Movie,The Guide to the Perfect Family,2021,TV-MA,"Comedies, Dramas, International Movies"
s470,Movie,American Woman,2019,TV-MA,"Dramas, Independent Movies"
s471,Movie,Bridgerton - The Afterparty,2021,TV-14,Movies
s472,Movie,Day of Destiny,2021,TV-PG,"Children & Family Movies, Dramas, International Movies"
s473,TV Show,Ridley Jones,2021,TV-Y,Kids' TV
s474,Movie,Born to Play,2020,TV-MA,"Documentaries, Sports Movies"
s475,Movie,American Ultra,2015,R,"Action & Adventure, Comedies"
s476,Movie,The Stand-Up,2019,TV-MA,Stand-Up Comedy
s477,Movie,The Tour,2016,TV-MA,"Comedies, Documentaries, International Movies"
s478,TV Show,Atypical,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows"
s479,TV Show,Biohackers,2021,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s480,Movie,Fear Street Part 2: 1978,2021,R,Horror Movies
s481,Movie,Finding Hubby,2020,TV-14,"Comedies, Dramas, International Movies"
s482,Movie,How I Became a Superhero,2021,TV-MA,"Action & Adventure, Dramas, International Movies"
s483,TV Show,How to Become a Tyrant,2021,TV-MA,Docuseries
s484,Movie,Last Summer,2021,TV-MA,"Dramas, International Movies, Romantic Movies"
s485,Movie,Lee Su-geun: The Sense Coach,2021,TV-G,Stand-Up Comedy
s486,Movie,Lethal Love,2021,TV-14,Thrillers
s487,Movie,Ratchet and Clank,2016,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s488,TV Show,The Cook of Castamar,2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s489,TV Show,Virgin River,2021,TV-14,"Romantic TV Shows, TV Dramas"
s490,Movie,Back to Q82,2017,TV-14,"Comedies, International Movies"
s491,TV Show,Elize Matsunaga: Once Upon a Crime,2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows"
s492,Movie,Home Again,2017,PG-13,"Comedies, Dramas, Romantic Movies"
s493,Movie,Midnight Sun,2018,PG-13,"Dramas, Romantic Movies"
s494,TV Show,RESIDENT EVIL: Infinite Darkness,2021,TV-MA,"Anime Series, TV Horror, TV Thrillers"
s495,Movie,Rock the Kasbah,2015,R,"Comedies, Music & Musicals"
s496,Movie,Awon Boyz,2019,TV-MA,"Documentaries, International Movies"
s497,Movie,Brick Mansions,2014,PG-13,"Action & Adventure, International Movies"
s498,TV Show,Cat People,2021,TV-14,Docuseries
s499,Movie,Clash,2020,TV-MA,"Dramas, International Movies"
s500,TV Show,Dogs,2021,TV-PG,Docuseries
s501,Movie,Major Grom: Plague Doctor,2021,TV-MA,"Action & Adventure, International Movies"
s502,Movie,Mama Drama,2020,TV-MA,"Dramas, International Movies"
s503,Movie,Tango With Me,2010,TV-14,"Dramas, International Movies, Romantic Movies"
s504,TV Show,The Mire,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s505,TV Show,The War Next-door,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s506,Movie,Therapy,2020,TV-PG,"Dramas, International Movies"
s507,Movie,This Little Love Of Mine,2021,TV-G,"International Movies, Romantic Movies"
s508,Movie,Three Thieves,2019,TV-14,"Comedies, International Movies"
s509,Movie,A Land Imagined,2019,TV-MA,"Dramas, International Movies"
s510,TV Show,Ask the StoryBots,2019,TV-Y,Kids' TV
s511,TV Show,Between,2016,TV-14,"International TV Shows, TV Dramas, TV Mysteries"
s512,TV Show,Chelsea,2017,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies"
s513,TV Show,Code Lyoko,2007,TV-Y7,Kids' TV
s514,TV Show,Colony,2018,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s515,TV Show,Cuckoo,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies"
s516,TV Show,Derry Girls,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies"
s517,TV Show,Girl from Nowhere,2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries"
s518,TV Show,Good Morning Call,2017,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies"
s519,Movie,Har Kisse Ke Hisse: Kaamyaab,2020,TV-14,"Dramas, International Movies"
s520,TV Show,I AM A KILLER,2020,TV-MA,"British TV Shows, Crime TV Shows, Docuseries"
s521,TV Show,I Think You Should Leave with Tim Robinson,2021,TV-MA,TV Comedies
s522,TV Show,Kim's Convenience,2021,TV-MA,"International TV Shows, TV Comedies"
s523,TV Show,Larva,2015,TV-Y7,"Kids' TV, Korean TV Shows, TV Comedies"
s524,TV Show,Marcella,2019,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows"
s525,TV Show,Midnight Diner: Tokyo Stories,2019,TV-MA,"International TV Shows, TV Dramas"
s526,TV Show,My Little Pony: Friendship Is Magic,2018,TV-Y,Kids' TV
s527,TV Show,Orange Is the New Black,2019,TV-MA,"TV Comedies, TV Dramas"
s528,TV Show,Puffin Rock,2016,TV-Y,Kids' TV
s529,Movie,Rehmataan,2012,TV-14,"Dramas, International Movies, Romantic Movies"
s530,Movie,Return of the Prodigal Son,1976,TV-MA,"Dramas, International Movies"
s531,TV Show,Richie Rich,2015,TV-G,"Kids' TV, TV Comedies"
s532,Movie,Rise: Ini Kalilah,2018,TV-PG,"Dramas, International Movies"
s533,TV Show,Scream,2019,TV-MA,"Crime TV Shows, TV Horror, TV Mysteries"
s534,TV Show,Shtisel,2021,TV-14,"International TV Shows, TV Dramas"
s535,Movie,Si Doel the Movie 2,2019,TV-G,"Dramas, International Movies"
s536,TV Show,Some Assembly Required,2015,TV-Y,"Kids' TV, TV Comedies"
s537,TV Show,Tales by Light,2018,TV-14,"Docuseries, International TV Shows, Science & Nature TV"
s538,TV Show,Terrace House: Opening New Doors,2018,TV-14,"International TV Shows, Reality TV"
s539,TV Show,The A List,2021,TV-PG,"British TV Shows, International TV Shows, TV Dramas"
s540,TV Show,The New Legends of Monkey,2020,TV-PG,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s541,TV Show,The Worst Witch,2020,TV-G,"British TV Shows, Kids' TV"
s542,Movie,Truckbhar Swapna,2018,TV-14,"Comedies, Dramas, International Movies"
s543,Movie,Ujala,1959,TV-14,"Dramas, International Movies"
s544,TV Show,Undercover,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s545,TV Show,Workin' Moms,2021,TV-MA,"International TV Shows, TV Comedies"
s546,TV Show,YooHoo to the Rescue,2020,TV-Y,"Kids' TV, Korean TV Shows"
s547,TV Show,You Are My Spring,2021,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas"
s548,TV Show,We the People,2021,TV-Y7,Kids' TV
s549,TV Show,Grey's Anatomy,2020,TV-14,"Romantic TV Shows, TV Dramas"
s550,TV Show,Big Timber,2020,TV-14,"International TV Shows, Reality TV"
s551,Movie,Fear Street Part 1: 1994,2021,R,"Horror Movies, LGBTQ Movies"
s552,Movie,Haseen Dillruba,2021,TV-MA,"International Movies, Romantic Movies, Thrillers"
s553,Movie,Holiday on Mars,2020,TV-MA,"Comedies, International Movies"
s554,TV Show,Mortel,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s555,Movie,RattleSnake - The Ahanna Story,2020,TV-MA,"Dramas, International Movies, Thrillers"
s556,Movie,Snowpiercer,2013,R,"Action & Adventure, Cult Movies, International Movies"
s557,Movie,The 8th Night,2021,TV-14,"Horror Movies, International Movies, Thrillers"
s558,Movie,Winchester,2018,PG-13,"Horror Movies, Sci-Fi & Fantasy"
s559,Movie,6 Bullets,2012,R,Action & Adventure
s560,Movie,Air Force One,1997,R,Action & Adventure
s561,Movie,Audible,2021,PG-13,"Documentaries, Sports Movies"
s562,Movie,Austin Powers in Goldmember,2002,PG-13,"Action & Adventure, Comedies"
s563,Movie,Austin Powers: International Man of Mystery,1997,PG-13,Comedies
s564,Movie,Austin Powers: The Spy Who Shagged Me,1999,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
s565,Movie,Boogie Nights,1997,R,"Comedies, Dramas, Independent Movies"
s566,TV Show,Bureau of Magical Things,2020,TV-G,"International TV Shows, Kids' TV, TV Mysteries"
s567,Movie,Charlie's Angels,2000,PG-13,"Action & Adventure, Comedies"
s568,Movie,Congo,1995,PG-13,"Action & Adventure, Thrillers"
s569,Movie,Dennis the Menace,1993,PG,"Children & Family Movies, Comedies"
s570,Movie,Dreamy Eyes,2019,TV-14,"Dramas, International Movies, Romantic Movies"
s571,Movie,Dynasty Warriors,2021,TV-14,"Action & Adventure, International Movies"
s572,TV Show,Generation 56k,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s573,Movie,Hampstead,2019,PG-13,"Comedies, Dramas, International Movies"
s574,Movie,Kung Fu Panda,2008,PG,"Children & Family Movies, Comedies"
